player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_4049_att,fg_0039,fg_att_39,bye,opp,draft_rank,fg_pct,xp_pct,pct_owned,pos_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Riley Patterson,K,MIA,NA,1.73,2.13,0.04,NA,0.48,NA,0.49,NA,0.66,NA,0.18,NA,2.07,1.99,8.64,NA,55158,FanDuel,15369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,20,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
Matt Prater,K,BUF,NA,1.78,2.61,0.02,NA,0.61,NA,0.48,NA,0.42,NA,0.21,NA,2.55,2.16,8.61,NA,2866,FanDuel,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,6,4,Buffalo Bills,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Evan McPherson,K,CIN,NA,1.72,2.14,0.05,NA,0.43,NA,0.74,NA,0.38,NA,0.26,NA,2.1,1.95,8.58,NA,54904,FanDuel,15368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Brandon McManus,K,GB,NA,1.81,2.25,0.02,NA,0.45,NA,0.58,NA,0.67,NA,0.11,NA,2.19,2.19,8.57,NA,52489,FanDuel,11947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,12,Green Bay Packers,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Wil Lutz,K,DEN,NA,1.86,2.28,0,NA,0.59,NA,0.66,NA,0.48,NA,0.11,NA,2.23,2.36,8.45,NA,53178,FanDuel,12956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,11,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Zane Gonzalez,K,ATL,NA,1.78,1.93,0,NA,0.52,NA,0.5,NA,0.61,NA,0.17,NA,1.91,2.12,8.26,NA,53462,FanDuel,13347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,14,2,Atlanta Falcons,30,Tampa Bay Buccaneers,TB,2,Atlanta Falcons,ATL,WEEKLY
Andy Borregales,K,NE,NA,1.58,2.8,0,NA,0.44,NA,0.59,NA,0.34,NA,0.21,NA,2.7,1.95,8.2,NA,56311,FanDuel,17220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,19,New England Patriots,19,New England Patriots,NE,4,Buffalo Bills,BUF,WEEKLY
Cameron Dicker,K,LAC,NA,1.68,2.16,0,NA,0.55,NA,0.49,NA,0.55,NA,0.13,NA,2.07,2.07,8.04,NA,55437,FanDuel,15979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,13,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Nick Folk,K,NYJ,NA,1.72,1.48,0.02,NA,0.46,NA,0.39,NA,0.69,NA,0.21,NA,1.39,1.85,7.81,NA,2816,FanDuel,8851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7,22,New York Jets,15,Jacksonville Jaguars,JAC,22,New York Jets,NYJ,WEEKLY
Joey Slye,K,TEN,NA,1.59,1.99,0.04,NA,0.54,NA,0.48,NA,0.47,NA,0.1,NA,1.88,1.82,7.44,NA,54202,FanDuel,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,24,31,Tennessee Titans,27,San Francisco 49ers,SF,31,Tennessee Titans,TEN,WEEKLY
Younghoe Koo,K,NYG,NA,1.56,2.58,0.02,NA,0.57,NA,0.44,NA,0.36,NA,0.08,NA,2.48,2.15,7.41,NA,53464,FanDuel,13403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,32,21,New York Giants,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Jake Moody,K,WSH,NA,1.48,2.47,0,NA,0.49,NA,0.54,NA,0.31,NA,0.12,NA,2.47,1.79,7.4,NA,55704,FanDuel,16286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,31,32,Washington Commanders,21,New York Giants,NYG,32,Washington Commanders,WSH,WEEKLY
Charlie Smyth,K,NO,NA,1.49,2.09,0.05,NA,0.35,NA,0.51,NA,0.42,NA,0.19,NA,2.02,2.09,7.38,NA,56576,FanDuel,17424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Andre Szmyt,K,CLE,NA,1.42,2.13,0.02,NA,0.32,NA,0.48,NA,0.43,NA,0.18,NA,2.09,1.73,7.17,NA,56310,FanDuel,16419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,22,8,Cleveland Browns,6,Chicago Bears,CHI,8,Cleveland Browns,CLE,WEEKLY
Daniel Carlson,K,LV,NA,1.48,1.63,0.02,NA,0.35,NA,0.48,NA,0.43,NA,0.19,NA,1.51,1.73,6.73,NA,53818,FanDuel,13718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Chad Ryland,K,ARI,NA,1.4,1.8,0,NA,0.57,NA,0.36,NA,0.27,NA,0.21,NA,1.7,1.97,6.62,NA,55627,FanDuel,16292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,2,1,Arizona Cardinals,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Blake Grupe,K,IND,NA,1.17,1.72,0,NA,0.29,NA,0.4,NA,0.33,NA,0.15,NA,1.64,1.61,5.78,NA,55655,FanDuel,16444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
