team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
KC,0.7,0.1,1.5,45.3,0.7,1,0.2,25.7,25.7,0,96,359,359,7.7,7.7,CBS,0512,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.5,0.1,2.2,44.4,0.7,1,0.1,21.9,21.9,0,117,348,348,7.4,7.4,CBS,0508,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1.3,0,1.9,42.5,0.8,1.1,0.2,29.5,29.5,0,133,399,399,7.3,7.3,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,0.1,2,43.1,0.6,0.8,0.1,21.2,21.2,0,115,342,342,7.2,7.2,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,0.1,1.6,44.9,0.7,1,0.2,32.7,32.7,0,128,426,426,6.2,6.2,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,0,2.4,43.9,0.4,0.6,0.1,27.2,27.2,0,165,342,342,5.4,5.4,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.9,NA,0.7,1.1,0.2,17.9,NA,NA,NA,318.6,NA,8.5,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,3,NA,0.6,0.8,0.2,16.6,NA,NA,NA,295.8,NA,8.4,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.3,0,2.4,NA,0.6,0.8,0.2,18.9,NA,NA,NA,323.3,NA,8.2,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.6,0.8,0.2,19.1,NA,NA,NA,313.1,NA,7.7,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.9,NA,0.6,0.8,0.2,19,NA,NA,NA,310.4,NA,7.7,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.7,1,0.2,18.2,NA,NA,NA,298.5,NA,7.7,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.6,1,0.2,18.8,NA,NA,NA,344.5,NA,7.6,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.6,0.8,0.2,19,NA,NA,NA,296.7,NA,7.6,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.4,NA,0.6,0.8,0.2,18,NA,NA,NA,299.6,NA,7.5,NA,FantasyPros,0523,8110,Green Bay Packers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.8,0.2,18.6,NA,NA,NA,317.7,NA,7.1,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2,0,2.4,NA,0.6,0.9,0.2,21.5,NA,NA,NA,308.8,NA,7,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.7,1.2,0.2,20,NA,NA,NA,344.3,NA,6.9,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.7,1.1,0.2,22.6,NA,NA,NA,357.6,NA,6.8,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.6,0.9,0.2,22.9,NA,NA,NA,335.9,NA,6.7,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.7,NA,0.5,0.7,0.2,20.9,NA,NA,NA,374.7,NA,6.6,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.7,0.9,0.2,24.2,NA,NA,NA,325.6,NA,6.6,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.5,0.8,0.2,23.4,NA,NA,NA,347.9,NA,6.5,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2,NA,0.7,1,0.2,27.9,NA,NA,NA,401.4,NA,6.5,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.9,0.2,21.7,NA,NA,NA,311.8,NA,6.3,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.9,0.2,23.9,NA,NA,NA,369.9,NA,6.3,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.8,1.2,0.2,22.8,NA,NA,NA,358.2,NA,6,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.6,0.9,0.2,22.4,NA,NA,NA,348.9,NA,5.9,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,1.9,NA,0.6,0.9,0.2,23.8,NA,NA,NA,374.1,NA,5.9,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.5,NA,0.6,0.8,0.1,21.3,NA,NA,NA,350.6,NA,5.9,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,1.9,NA,0.7,0.9,0.2,28.8,NA,NA,NA,419.6,NA,5.8,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.5,NA,0.6,0.9,0.1,24.6,NA,NA,NA,358,NA,5.7,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2.2,NA,0.6,0.9,0.1,32.3,NA,NA,NA,341,NA,5.7,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.6,0.1,26.2,NA,NA,NA,356.2,NA,5.7,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1.4,0,3,NA,0.7,NA,0.1,15.6,NA,NA,NA,276,NA,14.2,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.4,0,4.1,NA,0.5,NA,0,14.8,NA,NA,NA,213.8,NA,12.4,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,0.7,0,3.2,NA,0.1,NA,0.2,18.1,NA,NA,NA,294,NA,12.3,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,0.1,2.5,NA,0.5,NA,0.2,18.9,NA,NA,NA,295.7,NA,12.3,NA,FantasySharks,0520,NA,"Commanders, Washington",D,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.1,0.1,3,NA,0.4,NA,0.2,18,NA,NA,NA,300,NA,12.2,NA,FantasySharks,0505,NA,"Jets, New York",D,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.3,0,2,NA,0.4,NA,0,16.4,NA,NA,NA,258,NA,12.1,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,0,3,NA,0.6,NA,0.1,20,NA,NA,NA,313,NA,12,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,1,0.1,2.2,NA,0.2,NA,0.1,20.5,NA,NA,NA,295,NA,11.9,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,1.2,0,3,NA,0.4,NA,0.3,20,NA,NA,NA,358.4,NA,11.9,NA,FantasySharks,0504,NA,"Patriots, New England",D,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.3,0.1,3.2,NA,0.2,NA,0.1,17.4,NA,NA,NA,313.7,NA,11.5,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.3,0,1.6,NA,0.3,NA,0.2,20.9,NA,NA,NA,295.8,NA,10.4,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.5,0,2.4,NA,0.7,NA,0,20,NA,NA,NA,325,NA,9.8,NA,FantasySharks,0517,NA,"Giants, New York",D,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.6,0.1,2.5,NA,0.4,NA,0,20,NA,NA,NA,333,NA,9.5,NA,FantasySharks,0511,NA,"Broncos, Denver",D,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,0,2.7,NA,0.6,NA,0.2,23,NA,NA,NA,380,NA,9.4,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.1,0,2.6,NA,0.6,NA,0.2,25.4,NA,NA,NA,422.3,NA,9,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.9,0,2.9,NA,0.3,NA,0.1,19.9,NA,NA,NA,402.7,NA,8.8,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,0.1,1,NA,0.6,NA,0.3,23,NA,NA,NA,375,NA,8.7,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.5,0,1.8,NA,0.6,NA,0.4,28.6,NA,NA,NA,393.4,NA,8.2,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.5,0,2.4,NA,0.4,NA,0,21.6,NA,NA,NA,323.5,NA,8.2,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0,2.2,NA,0.2,NA,0,24,NA,NA,NA,338,NA,8.1,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0,1.7,NA,0.2,NA,0,26.5,NA,NA,NA,346.9,NA,7.8,NA,FantasySharks,0521,NA,"Bears, Chicago",D,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,0,2.5,NA,0.3,NA,0,21.4,NA,NA,NA,358,NA,7.7,NA,FantasySharks,0532,NA,"Texans, Houston",D,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.3,0.1,2.5,NA,0.4,NA,0.1,25,NA,NA,NA,374.2,NA,7.6,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.8,NA,0.2,NA,0.2,27.7,NA,NA,NA,391.2,NA,7.3,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.5,0,2,NA,0.4,NA,0.1,26.1,NA,NA,NA,359.4,NA,7.2,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,0,1.9,NA,0.3,NA,0.1,26.6,NA,NA,NA,415.9,NA,6.9,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.6,0.1,1.5,NA,0.3,NA,0.1,32.2,NA,NA,NA,463.1,NA,5,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.5,0.1,1.6,NA,0.4,NA,0,32.4,NA,NA,NA,450.7,NA,4.6,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1.1,NA,2.9,NA,0.7,1.1,0.2,17.9,NA,NA,NA,318.6,NA,11.95,NA,FleaFlicker,0518,2351,Philadelphia Eagles,DST,@INDSun 1:00 PM,7,NA,D/ST8,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1.1,NA,3,NA,0.6,0.8,0.2,16.6,NA,NA,NA,295.8,NA,11.67,NA,FleaFlicker,0504,2346,New England Patriots,DST,NYJSun 1:00 PM,10,NA,D/ST6,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.9,NA,2.6,NA,0.7,1.1,0.2,22.6,NA,NA,NA,357.6,NA,10.88,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@MINSun 4:25 PM,9,NA,D/ST2,0,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.3,NA,2.4,NA,0.6,0.8,0.2,18.9,NA,NA,NA,323.3,NA,10.8,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,@PITSun 4:25 PM,10,NA,D/ST11,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.9,NA,2.5,NA,0.7,1,0.2,18.2,NA,NA,NA,298.5,NA,10.64,NA,FleaFlicker,0531,2330,Baltimore Ravens,DST,CARSun 1:00 PM,10,NA,D/ST7,0,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.8,NA,2.9,NA,0.6,0.8,0.2,19,NA,NA,NA,310.5,NA,10.63,NA,FleaFlicker,0530,2355,San Francisco 49ers,DST,@ARIMon 8:15 PM,9,NA,D/ST3,0,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.2,NA,2.4,NA,0.6,0.9,0.2,21.5,NA,NA,NA,308.8,NA,10.6,NA,FleaFlicker,0505,2349,New York Jets,DST,@NESun 1:00 PM,10,NA,D/ST18,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
