player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Trent Sherfield,WR,MIA,NA,1.6,1.6,21,NA,NA,0.2,0,0,NA,0,0,3.1,NA,14106,FleaFlicker,13893,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2,21,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dante Pettis,WR,CHI,NA,1.5,1.5,22.5,NA,NA,0.1,0,1.4,NA,0,0,3.09,NA,13816,FleaFlicker,13634,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,23.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,2.1,2.1,23.1,NA,NA,0.1,0,0.6,NA,0,0,3.01,NA,16526,FleaFlicker,15491,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR97,0.1,23.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKendrick Bourne,WR,NE,NA,1.8,1.8,22.5,NA,NA,0.1,0.2,1.5,NA,0,0,2.98,NA,13364,FleaFlicker,13418,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR115,0.1,24.1,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,1.6,1.6,22.4,NA,NA,0.1,0,0.2,NA,0,0.1,2.98,NA,16947,FleaFlicker,15761,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR82,0.1,22.5,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Hamler,WR,DEN,NA,1.6,1.6,23.4,NA,NA,0.1,0.1,1,NA,0,0,2.9,NA,15608,FleaFlicker,14837,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR87,0.1,24.4,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Hollister,WR,TEN,NA,1.5,1.5,21.8,NA,NA,0.1,0.1,0.2,NA,0,0,2.72,NA,13177,FleaFlicker,13851,@HOUSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,22,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.7,1.7,20.5,NA,NA,0.1,0,0,NA,0,0,2.57,NA,15751,FleaFlicker,14860,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR109,0.1,20.5,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Hinton,WR,DEN,NA,1.3,1.3,19.4,NA,NA,0.1,0.1,0.1,NA,0,0,2.49,NA,15977,FleaFlicker,15183,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,19.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,1.2,1.2,16.4,NA,NA,0.1,0,0.1,NA,0,0,2.47,NA,11507,FleaFlicker,12464,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,16.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,1.4,1.4,18.7,NA,NA,0.1,0,0,NA,0,0,2.47,NA,14600,FleaFlicker,13963,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,18.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTKenny Golladay,WR,NYG,NA,1.3,1.3,17.9,NA,NA,0.1,0,0,NA,0,0,2.39,NA,12963,FleaFlicker,13277,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR95,0.1,17.9,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,1.5,1.5,15.6,NA,NA,0.1,0,0,NA,0,0,2.38,NA,12106,FleaFlicker,12785,@TBThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,15.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,1.2,1.2,18.2,NA,NA,0.1,0,0,NA,0,0,2.34,NA,11167,FleaFlicker,12188,TENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,18.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tom Kennedy,WR,DET,NA,1.2,1.2,15.4,NA,NA,0.1,0,0,NA,0,0,2.06,NA,15393,FleaFlicker,14503,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,15.4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,0.8,0.8,13.9,NA,NA,0.1,0.3,0.7,NA,0,0.1,2.04,NA,11156,FleaFlicker,12197,BALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,14.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Sills,WR,NYG,NA,1.4,1.4,14.8,NA,NA,0.1,0,0,NA,0,0,1.94,NA,14915,FleaFlicker,14110,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,1.1,1.1,12.7,NA,NA,0.1,0.1,0.8,NA,0,0,1.93,NA,16324,FleaFlicker,15302,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,13.5,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,1,1,12.6,NA,NA,0.1,0.2,0.8,NA,0,0,1.86,NA,15667,FleaFlicker,14992,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,13.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.3,1.3,14.1,NA,NA,0.1,0,0,NA,0,0,1.81,NA,14935,FleaFlicker,14108,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR88,0.1,14.1,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,BUF,NA,1,1,12,NA,NA,0.1,0,0,NA,0,0,1.8,NA,15625,FleaFlicker,14849,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJameson Williams,WR,DET,NA,1.1,1.1,13.2,NA,NA,0.1,0,0,NA,0,0,1.75,NA,16830,FleaFlicker,15756,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR58,0.1,13.2,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,1.3,1.3,14.2,NA,NA,0.1,0,0,NA,0,0,1.74,NA,16863,FleaFlicker,15758,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR91,0.1,14.2,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,0.9,0.9,12.4,NA,NA,0.1,0,0,NA,0,0,1.64,NA,15577,FleaFlicker,14844,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR112,0.1,12.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJake Kumerow,WR,BUF,NA,0.8,0.8,10.9,NA,NA,0.1,0,0,NA,0,0,1.61,NA,7263,FleaFlicker,12443,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,0.8,0.8,9.9,NA,NA,0.1,0.2,0.8,NA,0,0,1.59,NA,13333,FleaFlicker,13488,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,10.7,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,7.96,95.32,NA,NA,0.55,1,6.08,NA,0.07,NA,13.83,NA,cooper-kupp,NumberFire,13164,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85,21.81,#10,33,1,17.8,9300,1.91,21.81,17.8,38,0.47,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,7.51,87.21,NA,NA,0.72,0.26,1.43,NA,0.02,NA,13.29,NA,davante-adams,NumberFire,11675,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,21.08,#23,40,2,17.06,8500,2.01,20.83,17.06,31,0.55,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,7.03,94.69,NA,NA,0.6,0,0,NA,0,NA,13.03,NA,justin-jefferson,NumberFire,14836,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,20.73,#11,45,3,16.52,9000,1.84,20.08,16.52,34,0.49,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,7.27,91.6,NA,NA,0.57,0,0,NA,0,NA,12.52,NA,tyler-lockett,NumberFire,12187,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,20.04,#25,47,4,16.16,7600,2.13,19.83,16.16,18,0.9,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,5.92,86.11,NA,NA,0.58,0.38,2,NA,0.02,NA,12.32,NA,ja-marr-chase,NumberFire,15281,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,19.77,#30,49,5,15.25,8700,1.75,18.28,15.25,31,0.49,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,6.21,79.26,NA,NA,0.69,0.26,1.49,NA,0.02,NA,12.26,NA,tyreek-hill,NumberFire,12801,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,19.69,#32,50,6,15.36,8700,1.77,18.52,15.36,34,0.45,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.99,79.67,NA,NA,0.71,0,0,NA,0,NA,12.2,NA,stefon-diggs,NumberFire,12186,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,19.6,#16,51,7,15.7,9100,1.73,19.22,15.7,36,0.44,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6.29,78.98,NA,NA,0.56,0.58,3.12,NA,0.04,NA,11.75,NA,ceedee-lamb,NumberFire,14832,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,19,#18,53,8,14.92,7500,1.99,18.09,14.92,20,0.75,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.96,74.06,NA,NA,0.31,2.37,12.1,NA,0.19,NA,11.39,NA,deebo-samuel,NumberFire,14136,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,18.51,#6,56,9,13.86,7300,1.9,16.47,13.86,21,0.66,NA,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,NA,NA,6.49,77.22,NA,NA,0.41,0.74,3.84,NA,0.05,NA,10.82,NA,d-j-moore-1,NumberFire,13635,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,17.74,#31,59,10,14.09,6200,2.27,17.36,14.09,17,0.83,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,5.77,82.24,NA,NA,0.45,0,0,NA,0,NA,10.81,NA,chris-olave,NumberFire,15754,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,17.73,#26,60,11,13.71,6900,1.99,16.65,13.71,22,0.62,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.74,76.02,NA,NA,0.53,0,0,NA,0,NA,10.73,NA,a-j-brown,NumberFire,14104,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,17.62,#14,63,12,13.61,8200,1.66,16.51,13.61,27,0.5,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,ARI,NA,NA,6.82,79.73,NA,NA,0.48,0,0,NA,0,NA,10.72,NA,deandre-hopkins-1,NumberFire,11232,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84,17.6,#13,64,13,14.14,7900,1.79,17.62,14.14,27,0.52,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,5.22,72.75,NA,NA,0.51,0,0,NA,0,NA,10.35,NA,mike-evans,NumberFire,11671,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,17.1,#22,66,14,12.95,7700,1.68,15.57,12.95,25,0.52,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.4,73.07,NA,NA,0.43,0,0,NA,0,NA,9.8,NA,jaylen-waddle,NumberFire,15284,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24,16.36,#32,67,15,12.49,7800,1.6,15.25,12.49,25,0.5,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6,65.22,NA,NA,0.47,0,0,NA,0,NA,9.3,NA,amon-ra-st-brown,NumberFire,15287,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92,15.68,#19,70,16,12.32,7200,1.71,15.34,12.32,29,0.42,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,NA,5.66,68.61,NA,NA,0.39,0,0,NA,0,NA,9.2,NA,brandin-cooks,NumberFire,11674,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,15.55,#15,71,17,12.05,6100,1.98,14.88,12.05,20,0.6,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.61,63.73,NA,NA,0.37,0.25,1.42,NA,0.01,NA,8.74,NA,chris-godwin,NumberFire,13163,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,14.93,#22,74,18,11.52,6800,1.69,14.38,11.52,18,0.64,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,5,52.57,NA,NA,0.52,0,0,NA,0,NA,8.39,NA,adam-thielen,NumberFire,11938,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,14.45,#11,76,19,10.86,6200,1.75,13.38,10.86,16,0.68,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,5.18,61.51,NA,NA,0.37,0,0,NA,0,NA,8.35,NA,amari-cooper,NumberFire,12175,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,14.4,#8,77,20,10.94,7300,1.5,13.55,10.94,18,0.61,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.7,59.95,NA,NA,0.36,0,0,NA,0,NA,8.14,NA,devonta-smith,NumberFire,15282,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.12,#14,79,21,10.47,6900,1.52,12.85,10.47,24,0.44,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,4.89,61,NA,NA,0.32,0,0,NA,0,NA,7.95,NA,michael-pittman-jr,NumberFire,14842,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,13.86,#20,81,22,10.43,7100,1.47,12.9,10.43,21,0.5,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,4.9,57.87,NA,NA,0.28,0.55,2.74,NA,0.03,NA,7.91,NA,christian-kirk,NumberFire,13633,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,13.8,#3,82,23,10.33,6900,1.5,12.81,10.33,16,0.65,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,4.73,59.58,NA,NA,0.29,0,0,NA,0,NA,7.67,NA,robert-woods-1,NumberFire,11228,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86,13.48,#28,83,24,10.02,5700,1.76,12.42,10.02,15,0.67,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,3.59,56,NA,NA,0.31,0,0,NA,0,NA,7.41,NA,tee-higgins,NumberFire,14835,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,13.13,#30,86,25,9.24,6900,1.34,11.05,9.24,22,0.42,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.45,52.55,NA,NA,0.36,0,0,NA,0,NA,7.36,NA,drake-london,NumberFire,15751,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,13.06,#12,87,26,9.6,5600,1.71,11.86,9.6,15,0.64,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,5.43,53.64,NA,NA,0.28,0.49,2.47,NA,0.02,NA,7.31,NA,diontae-johnson,NumberFire,14208,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63,12.99,#7,89,27,10.03,6300,1.59,12.8,10.03,16,0.63,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.13,55.72,NA,NA,0.29,0,0,NA,0,NA,7.26,NA,courtland-sutton,NumberFire,13630,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59,12.93,#24,90,28,9.36,6600,1.42,11.44,9.36,19,0.49,NA,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,3.26,50.36,NA,NA,0.37,0,0,NA,0,NA,7.23,NA,gabriel-davis,NumberFire,14845,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,12.88,#16,92,29,8.87,6600,1.34,10.52,8.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,3.8,55.49,NA,NA,0.27,0,0,NA,0,NA,7.1,NA,jerry-jeudy,NumberFire,14833,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,12.71,#24,93,30,9.01,6400,1.41,10.95,9.01,15,0.6,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,4.52,54.2,NA,NA,0.29,0,0,NA,0,NA,7.09,NA,garrett-wilson,NumberFire,15753,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,12.7,#9,94,31,9.38,5400,1.74,11.67,9.38,16,0.59,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,3.99,51.93,NA,NA,0.26,0,0,NA,0,NA,6.71,NA,brandon-aiyuk,NumberFire,14840,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,12.18,#6,101,32,8.71,6700,1.3,10.73,8.71,18,0.48,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,3.57,50.78,NA,NA,0.21,0.29,1.48,NA,0.02,NA,6.54,NA,donovan-peoples-jones,NumberFire,14857,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,#8,102,33,8.31,5800,1.43,10.15,8.31,12,0.69,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.54,49.5,NA,NA,0.27,0,0,NA,0,NA,6.54,NA,tyler-boyd,NumberFire,12650,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,#30,102,33,8.32,6500,1.28,10.11,8.32,22,0.38,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,PIT,NA,NA,3.56,44.9,NA,NA,0.19,0.98,4.88,NA,0.04,NA,6.3,NA,chase-claypool,NumberFire,14841,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,11.63,#7,105,35,8.08,6000,1.35,9.9,8.08,15,0.54,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,NA,4.22,49.1,NA,NA,0.22,0,0,NA,0,NA,6.2,NA,jakobi-meyers,NumberFire,14127,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,11.49,#5,107,36,8.3,6600,1.26,10.44,8.3,16,0.52,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,3.39,43.06,NA,NA,0.21,0.43,2.47,NA,0.02,NA,5.93,NA,terry-mclaurin,NumberFire,14109,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,11.13,#17,109,37,7.61,6800,1.12,9.32,7.61,17,0.45,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,4.12,41.94,NA,NA,0.22,0.41,2.03,NA,0.03,NA,5.85,NA,zay-jones,NumberFire,13176,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,11.02,#3,110,38,7.94,5600,1.42,10.02,7.94,11,0.72,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,4.01,44.41,NA,NA,0.24,0,0,NA,0,NA,5.75,NA,romeo-doubs,NumberFire,15779,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#2,112,39,7.77,5600,1.39,9.84,7.77,13,0.6,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,3.37,45.39,NA,NA,0.2,0,0,NA,0,NA,5.7,NA,darnell-mooney,NumberFire,14974,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,10.82,#1,113,40,7.4,6100,1.21,9.11,7.4,12,0.62,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,3.88,38.52,NA,NA,0.22,0.43,2.51,NA,0.02,NA,5.56,NA,curtis-samuel,NumberFire,13157,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,10.63,#17,115,41,7.44,5600,1.33,9.41,7.44,13,0.57,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3.59,43.65,NA,NA,0.17,0.25,1.22,NA,0.01,NA,5.54,NA,george-pickens,NumberFire,15762,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.6,#7,116,42,7.32,5500,1.33,9.15,7.32,15,0.49,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,NA,3.7,42.53,NA,NA,0.22,0,0,NA,0,NA,5.51,NA,russell-gage,NumberFire,13809,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,10.56,#22,117,43,7.38,5300,1.39,9.26,7.38,12,0.62,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,3.18,37.87,NA,NA,0.28,0,0,NA,0,NA,5.43,NA,rashod-bateman,NumberFire,15293,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,10.45,#4,118,44,7.02,6100,1.15,8.64,7.02,17,0.41,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,NA,3.52,37.64,NA,NA,0.26,0,0,NA,0,NA,5.35,NA,marvin-jones,NumberFire,10738,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.34,#3,120,45,7.1,5400,1.31,8.86,7.1,10,0.71,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,2.98,35.32,NA,NA,0.29,0,0,NA,0,NA,5.31,NA,michael-gallup,NumberFire,13646,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,10.29,#18,121,46,6.78,5800,1.17,8.27,6.78,13,0.52,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,NA,2.87,39.53,NA,NA,0.23,0,0,NA,0,NA,5.31,NA,marquez-callaway,NumberFire,15034,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,10.29,#26,121,46,6.73,5000,1.35,8.19,6.73,10,0.67,NA,NA,NA,NA,NA,NA,NA
