team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
LAR,0.7,0,3.1,42,0.7,1,0.2,17.5,17.5,0,100,307,307,11.1,11.1,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,0,2.9,43,0.8,1.2,0.2,20,20,0,131,329,329,11.1,11.1,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.8,0,2.4,41.4,0.9,1.2,0.2,17.9,17.9,0,101,314,314,11,11,CBS,0505,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,0,2.8,39.4,0.8,1.2,0.2,20,20,0,113,325,325,11,11,CBS,0512,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.9,0,2.2,39.2,0.7,0.9,0.2,19.1,19.1,0,94,313,313,10.6,10.6,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2,40.3,0.5,0.7,0.2,18.4,18.4,0,106,343,343,10.6,10.6,CBS,0510,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,0,3.4,42.9,1.1,1.5,0.2,23,23,0,142,357,357,10.4,10.4,CBS,0516,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,0,1.8,39.6,0.7,0.9,0.2,20.7,20.7,0,117,307,307,10,10,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,0,2.2,45.2,0.8,1.2,0.1,18.3,18.3,0,164,314,314,9.8,9.8,CBS,0529,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1.1,0,3.1,40.6,0.6,0.8,0.2,21.3,21.3,0,89,324,324,9.7,9.7,CBS,0504,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,0,1.4,46.3,0.6,0.8,0.2,20.7,20.7,0,179,341,341,9.6,9.6,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,0,1.3,45.9,0.8,1.1,0.2,20.9,20.9,0,85,345,345,9.5,9.5,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,0,1.7,39.8,0.8,1.1,0.1,19.1,19.1,0,114,318,318,9.3,9.3,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,0,2.8,45.3,0.7,1,0.2,26.3,26.3,0,144,352,352,9,9,CBS,0518,1921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.9,0,2.4,43.4,0.7,0.9,0.2,23.7,23.7,0,117,375,375,8.8,8.8,CBS,0523,1911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,0,2.3,41.8,0.9,1.2,0.2,26.4,26.4,0,115,355,355,8.7,8.7,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,0,2.5,45.9,0.7,1,0.2,23.7,23.7,0,87,351,351,8.7,8.7,CBS,0502,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1.1,0,1.5,46.3,0.8,1.1,0.2,26.8,26.8,0,162,399,399,8.5,8.5,CBS,0521,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,0,1.8,43.6,0.9,1.3,0.2,25.3,25.3,0,128,350,350,8.2,8.2,CBS,0520,1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,0,1.8,44.5,0.5,0.7,0.2,21,21,0,98,305,305,8,8,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.7,43.2,0.7,0.9,0.1,21.5,21.5,0,121,328,328,6.7,6.7,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,0,1.7,45,0.9,1.2,0.2,30.2,30.2,0,123,429,429,6.3,6.3,CBS,0515,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.7,0.9,0.2,18.4,NA,NA,NA,313,NA,8.1,NA,FantasyPros,0525,8290,Tampa Bay Buccaneers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.7,NA,0.6,0.8,0.2,17.5,NA,NA,NA,273.3,NA,8,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.7,1,0.2,18.6,NA,NA,NA,308.1,NA,8,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.7,1,0.2,15.4,NA,NA,NA,294.2,NA,8,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.5,0.7,0.2,15.1,NA,NA,NA,283,NA,7.7,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.6,0.8,0.2,19.7,NA,NA,NA,329.7,NA,7.6,NA,FantasyPros,0509,8140,Jacksonville Jaguars,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.6,0.9,0.2,18,NA,NA,NA,319.7,NA,7.5,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.2,NA,0.6,0.9,0.2,19.2,NA,NA,NA,313.4,NA,7.3,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.8,0.2,19.3,NA,NA,NA,309.8,NA,7.2,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,1,0.2,15.6,NA,NA,NA,276.1,NA,7.2,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.7,0.9,0.2,17.8,NA,NA,NA,321.6,NA,7.2,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.9,NA,0.8,1.2,0.2,20.6,NA,NA,NA,365.3,NA,7.1,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.1,NA,0.6,0.9,0.2,16.7,NA,NA,NA,307.2,NA,7,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.9,0.1,19,NA,NA,NA,330.2,NA,6.8,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.8,NA,0.6,0.8,0.2,21.3,NA,NA,NA,329.5,NA,6.8,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.9,NA,0.6,0.9,0.2,21.1,NA,NA,NA,333.6,NA,6.7,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.7,1.1,0.2,20.6,NA,NA,NA,335.8,NA,6.7,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.4,NA,0.6,1,0.2,25.4,NA,NA,NA,345.2,NA,6.7,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.8,NA,0.6,1,0.2,20.1,NA,NA,NA,338.6,NA,6.6,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.7,1.1,0.2,26.1,NA,NA,NA,371.9,NA,6.4,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.1,NA,0.5,0.8,0.2,20.5,NA,NA,NA,348.3,NA,6.2,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.6,0.8,0.2,23.4,NA,NA,NA,374.8,NA,6.1,NA,FantasyPros,0523,8110,Green Bay Packers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.8,0.2,21.9,NA,NA,NA,321.5,NA,6.1,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.8,0.2,21.1,NA,NA,NA,308.9,NA,6.1,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.9,0.2,22.3,NA,NA,NA,364,NA,6.1,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.7,1,0.2,24.4,NA,NA,NA,331.1,NA,5.9,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,1.8,NA,0.7,0.9,0.2,25,NA,NA,NA,400.2,NA,5.8,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.6,1,0.2,20.4,NA,NA,NA,325.3,NA,5.7,NA,FantasyPros,0503,8160,Miami Dolphins,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2,NA,0.5,0.7,0.2,22.5,NA,NA,NA,343.2,NA,5.7,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.7,1,0.2,28.5,NA,NA,NA,427.9,NA,5.7,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.6,NA,0.6,1,0.2,21.8,NA,NA,NA,358.4,NA,5.4,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.9,NA,0.6,0.8,0.1,23,NA,NA,NA,347.7,NA,5.2,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1.1,0,2.7,NA,0.6,NA,0.2,12.7,NA,NA,NA,273.5,NA,14.8,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.7,0,2.6,NA,0.5,NA,0.4,20,NA,NA,NA,295,NA,13.8,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,0,3,NA,0.5,NA,0.1,16.1,NA,NA,NA,299.5,NA,13,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.4,0.1,3,NA,0.3,NA,0,14.2,NA,NA,NA,230.1,NA,12.9,NA,FantasySharks,0511,NA,"Broncos, Denver",D,@LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,0,3.3,NA,0.3,NA,0.1,15.4,NA,NA,NA,271.4,NA,12.8,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.9,0,2.9,NA,0.4,NA,0,14.7,NA,NA,NA,218.2,NA,12.2,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,0.2,2.8,NA,0.6,NA,0,17,NA,NA,NA,295,NA,12.2,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.6,0,3.1,NA,0.6,NA,0,17.2,NA,NA,NA,241.4,NA,12,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.9,0,2.8,NA,0.9,NA,0.2,21,NA,NA,NA,345,NA,11.4,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,0.1,2.4,NA,0.6,NA,0.2,20,NA,NA,NA,322,NA,11.1,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.6,0,3.2,NA,0.6,NA,0.2,23,NA,NA,NA,318,NA,11,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.9,0,2.2,NA,0.9,NA,0.2,22.1,NA,NA,NA,324.8,NA,10.9,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,@NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,0.1,2.6,NA,0.7,NA,0.2,21.5,NA,NA,NA,347.5,NA,10.8,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,0,2.8,NA,0.6,NA,0.3,25,NA,NA,NA,344,NA,10.7,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,0,2.6,NA,0.5,NA,0.2,23,NA,NA,NA,344,NA,10.6,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.7,0.1,3.3,NA,0.4,NA,0.2,21.5,NA,NA,NA,301,NA,10.4,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,0,1.8,NA,0.6,NA,0,18.9,NA,NA,NA,305.6,NA,10,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.8,0,2.6,NA,0.3,NA,0.4,25.4,NA,NA,NA,391.1,NA,9.8,NA,FantasySharks,0504,NA,"Patriots, New England",D,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.3,0,3,NA,0.5,NA,0,19.8,NA,NA,NA,313.8,NA,9.5,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,0.1,1.4,NA,0.4,NA,0.3,21.5,NA,NA,NA,335.3,NA,9.5,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,0.2,2.6,NA,0.1,NA,0,20.2,NA,NA,NA,332.5,NA,9.4,NA,FantasySharks,0505,NA,"Jets, New York",D,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,0.1,2.4,NA,0.6,NA,0,21,NA,NA,NA,333,NA,9.2,NA,FantasySharks,0532,NA,"Texans, Houston",D,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.4,0,2.6,NA,0.8,NA,0.1,24,NA,NA,NA,355,NA,8.7,NA,FantasySharks,0517,NA,"Giants, New York",D,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,0,2,NA,0.3,NA,0.1,23,NA,NA,NA,345,NA,8.6,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.6,0,2.9,NA,0.5,NA,0,23,NA,NA,NA,365,NA,8.4,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.9,0,2.1,NA,0.5,NA,0.1,27.1,NA,NA,NA,392.4,NA,8.4,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.5,0,2.4,NA,0.3,NA,0.2,27.5,NA,NA,NA,386.1,NA,8.2,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.8,0.1,1.8,NA,0.3,NA,0.1,24,NA,NA,NA,365,NA,7.4,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
