team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
TB,0.9,0,2.3,44.9,0.9,1.3,0.2,19,19,0,138,337,337,11.1,11.1,CBS,0525,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,0,2.2,40.9,0.9,1.2,0.2,15.6,15.6,0,103,318,318,10.6,10.6,CBS,0508,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,0,1.9,41.9,0.8,1,0.2,25.6,25.6,0,117,388,388,8.7,8.7,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.9,0,2,42.9,0.8,1.1,0.2,22,22,0,118,316,316,8.6,8.6,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.6,0,2,43.4,1.1,1.5,0.2,23.9,23.9,0,162,368,368,8.6,8.6,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,0.1,2.2,43.9,0.7,0.9,0.2,26.4,26.4,0,93,353,353,8.6,8.6,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,0,2,45.7,0.9,1.2,0.2,24.2,24.2,0,156,390,390,8.4,8.4,CBS,0506,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.9,0,2.1,42.3,0.6,0.9,0.2,22.8,22.8,0,100,349,349,8.3,8.3,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,0,1.9,42,0.6,0.9,0.2,22.4,22.4,0,114,308,308,8.3,8.3,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.7,0.1,1.6,44.2,0.7,1,0.2,26.3,26.3,0,117,395,395,7.8,7.8,CBS,0511,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,0,2.6,41.6,0.7,0.9,0.1,25.7,25.7,0,110,320,320,7.8,7.8,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.2,0,2.1,42.8,0.6,0.8,0.2,27.4,27.4,0,127,368,368,6.9,6.9,CBS,0505,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,0,1.8,42.7,0.5,0.7,0.1,26.6,26.6,0,113,379,379,6.8,6.8,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.9,0,2.5,41.9,0.6,0.9,0.2,29.6,29.6,0,100,358,358,6.7,6.7,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.5,0,1.9,43.8,0.9,1.2,0.2,27.1,27.1,0,121,373,373,5.9,5.9,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,0,1.8,45,0.5,0.7,0.1,30.1,30.1,0,148,399,399,5,5,CBS,0532,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.3,0,3.1,NA,0.7,1,0.2,13.9,NA,NA,NA,283.3,NA,9.1,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.2,NA,0.7,1.1,0.2,19.6,NA,NA,NA,308.5,NA,8.1,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,3,NA,0.6,0.9,0.2,18.1,NA,NA,NA,334.1,NA,7.8,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.6,NA,0.6,0.9,0.2,19.9,NA,NA,NA,311.8,NA,7.8,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.6,0.8,0.2,19.4,NA,NA,NA,327.4,NA,7.7,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.6,0.8,0.2,19.5,NA,NA,NA,302.8,NA,7.6,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2,0,2.2,NA,0.6,0.7,0.2,17.7,NA,NA,NA,331.8,NA,7.6,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.6,0.8,0.2,19.1,NA,NA,NA,331.1,NA,7.6,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.7,1,0.2,17.9,NA,NA,NA,314.4,NA,7.6,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.7,1.1,0.2,18.2,NA,NA,NA,328,NA,7.3,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.6,1,0.2,16.2,NA,NA,NA,311,NA,6.9,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.2,NA,0.6,0.8,0.2,25.6,NA,NA,NA,367.7,NA,6.5,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,0.9,0.2,27.6,NA,NA,NA,361.1,NA,6.4,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.7,1,0.2,21.1,NA,NA,NA,338,NA,6.4,NA,FantasyPros,0525,8290,Tampa Bay Buccaneers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.7,1,0.2,21.4,NA,NA,NA,375.5,NA,6.3,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.9,0.2,21.8,NA,NA,NA,319.7,NA,6.1,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.3,NA,0.6,1,0.2,24.1,NA,NA,NA,353.8,NA,6.1,NA,FantasyPros,0503,8160,Miami Dolphins,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.6,0.8,0.1,25.2,NA,NA,NA,332.1,NA,6.1,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.3,NA,0.8,1.2,0.2,24.5,NA,NA,NA,376.5,NA,6,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.6,0.8,0.2,22,NA,NA,NA,316.6,NA,6,NA,FantasyPros,0509,8140,Jacksonville Jaguars,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.6,0.9,0.2,24.1,NA,NA,NA,396.1,NA,5.9,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.6,0.9,0.2,24.9,NA,NA,NA,369.9,NA,5.8,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.6,0.8,0.2,22.4,NA,NA,NA,346.7,NA,5.8,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.6,0.8,0.1,25.2,NA,NA,NA,377.8,NA,5.6,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,1.8,NA,0.6,0.9,0.1,24.5,NA,NA,NA,384.8,NA,5.4,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.5,0.7,0.1,28.4,NA,NA,NA,392.3,NA,5.3,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,0,4,NA,1,NA,0.4,17,NA,NA,NA,266,NA,16.7,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1,0,2.9,NA,0.4,NA,0.2,15.6,NA,NA,NA,299,NA,13.6,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.9,0,3.3,NA,0.7,NA,0.1,17.3,NA,NA,NA,292.8,NA,13.4,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,@PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,1.1,0,3,NA,0.4,NA,0.3,20.2,NA,NA,NA,316,NA,12.6,NA,FantasySharks,0504,NA,"Patriots, New England",D,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.6,0.1,3.2,NA,0.4,NA,0.1,19.5,NA,NA,NA,294.9,NA,12.4,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1.1,0,3.5,NA,0.5,NA,0.1,19.8,NA,NA,NA,304.7,NA,12.2,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,@NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,0.2,2.7,NA,0.3,NA,0,20,NA,NA,NA,285,NA,11.7,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,0,2.6,NA,0.7,NA,0.4,21,NA,NA,NA,303,NA,11.6,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.3,0,2.5,NA,0.5,NA,0.1,20.1,NA,NA,NA,295.9,NA,11.3,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,@LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,0,2.9,NA,0.4,NA,0.3,23.4,NA,NA,NA,314.2,NA,11.2,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,0,3,NA,0.5,NA,0.1,18.8,NA,NA,NA,333,NA,11.1,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.6,0,3,NA,0.5,NA,0,20,NA,NA,NA,315,NA,10.4,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,0.1,2.8,NA,0.3,NA,0.1,21,NA,NA,NA,333,NA,10.2,NA,FantasySharks,0505,NA,"Jets, New York",D,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,0,2.8,NA,0.6,NA,0.1,22.5,NA,NA,NA,355,NA,9.7,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.9,0,1.7,NA,0.5,NA,0,20,NA,NA,NA,322,NA,9.5,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2.1,NA,0.3,NA,0.1,21.7,NA,NA,NA,329.5,NA,9.4,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,0,2.3,NA,0.5,NA,0.2,25.3,NA,NA,NA,412,NA,8.6,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,@DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,0.1,2.1,NA,0.5,NA,0.1,23.2,NA,NA,NA,364.2,NA,8.3,NA,FantasySharks,0522,NA,"Lions, Detroit",D,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,0,2.1,NA,0.2,NA,0.1,23.6,NA,NA,NA,368.4,NA,7.5,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,@SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.6,0,1.6,NA,0.6,NA,0.1,23.5,NA,NA,NA,350.3,NA,7.4,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.4,0,2.1,NA,0.6,NA,0,23.5,NA,NA,NA,377.9,NA,7,NA,FantasySharks,0517,NA,"Giants, New York",D,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.5,0,2.2,NA,0.3,NA,0,24.1,NA,NA,NA,351,NA,6.8,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.5,0.1,1.9,NA,0.3,NA,0,21.6,NA,NA,NA,371.9,NA,6.4,NA,FantasySharks,0511,NA,"Broncos, Denver",D,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.4,0,1.6,NA,0.4,NA,0.3,28.8,NA,NA,NA,404.1,NA,5.9,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.6,0.1,1.5,NA,0.6,NA,0.1,28.4,NA,NA,NA,409.7,NA,5.8,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.5,0.1,1.7,NA,0.3,NA,0,30,NA,NA,NA,463.5,NA,4.3,NA,FantasySharks,0532,NA,"Texans, Houston",D,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.2,NA,3.1,NA,0.7,1,0.2,13.9,NA,NA,NA,283.3,NA,12.76,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,HOUSun 1:00 PM,9,D/ST3,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,NA,3.2,NA,0.7,1.1,0.2,19.6,NA,NA,NA,308.5,NA,11.88,NA,FleaFlicker,0518,2351,Philadelphia Eagles,DST,@NYGSun 1:00 PM,7,D/ST8,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,3,NA,0.6,0.9,0.2,18.1,NA,NA,NA,334.1,NA,11.15,NA,FleaFlicker,0512,2343,Kansas City Chiefs,DST,@DENSun 4:05 PM,8,D/ST24,0,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,NA,2.5,NA,0.6,0.9,0.2,19.9,NA,NA,NA,311.8,NA,10.63,NA,FleaFlicker,0531,2330,Baltimore Ravens,DST,@PITSun 1:00 PM,10,D/ST7,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.9,NA,2.4,NA,0.7,1,0.2,17.9,NA,NA,NA,314.4,NA,10.48,NA,FleaFlicker,0515,2354,Seattle Seahawks,DST,CARSun 4:25 PM,11,D/ST19,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1,NA,2.5,NA,0.6,0.8,0.2,19.4,NA,NA,NA,327.4,NA,10.46,NA,FleaFlicker,0504,2346,New England Patriots,DST,@ARIMon 8:15 PM,10,D/ST6,0,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.8,NA,2.7,NA,0.6,0.9,0.2,27.6,NA,NA,NA,361,NA,10.37,NA,FleaFlicker,0507,2335,Cleveland Browns,DST,@CINSun 1:00 PM,9,D/ST17,0,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2.5,NA,0.6,0.8,0.2,19.5,NA,NA,NA,302.8,NA,10.2,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,@LARThu 8:15 PM,6,NA,0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.8,NA,2.4,NA,0.7,1,0.2,21.1,NA,NA,NA,338,NA,10.16,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,@SFSun 4:25 PM,11,D/ST5,0,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,2.5,NA,0.6,0.8,0.2,19.1,NA,NA,NA,331,NA,10.16,NA,FleaFlicker,0510,2352,Pittsburgh Steelers,DST,BALSun 1:00 PM,9,D/ST13,0,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,2.3,NA,0.7,1.1,0.2,18.2,NA,NA,NA,328,NA,10.12,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,JACSun 1:00 PM,6,D/ST14,0,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.6,NA,2.2,NA,0.8,1.2,0.2,24.5,NA,NA,NA,376.5,NA,10.02,NA,FleaFlicker,0517,2348,New York Giants,DST,PHISun 1:00 PM,9,D/ST22,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,2.3,NA,0.7,1,0.2,21.4,NA,NA,NA,375.5,NA,9.94,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,CLESun 1:00 PM,10,D/ST15,0,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,NA,2.3,NA,0.6,0.9,0.2,24.1,NA,NA,NA,353.8,NA,9.92,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,@LACSun 8:20 PM,11,D/ST23,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
