player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Van Jefferson,WR,LAR,NA,3,3,39.9,NA,NA,0.2,0,0.3,NA,0,0,5.04,NA,15564,FleaFlicker,14858,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR77,0.2,40.2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,2.7,2.7,37.8,NA,NA,0.2,0.1,0.2,NA,0,0,5.02,NA,15544,FleaFlicker,14833,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR36,0.2,38,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,3.6,3.6,39.2,NA,NA,0.1,0.3,1.8,NA,0,0,4.97,NA,14935,FleaFlicker,14108,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR86,0.2,41,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,2.9,2.9,25,NA,NA,0.3,0.6,4,NA,0.1,0,4.92,NA,13080,FleaFlicker,13313,@DETW 28-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4.92,WR59,0.3,29,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDMarquise Brown,WR,ARI,NA,3,3,36.1,NA,NA,0.2,0,0.1,NA,0,0,4.92,NA,14661,FleaFlicker,14105,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR47,0.2,36.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,2.5,2.5,34.6,NA,NA,0.2,0.2,1.1,NA,0,0,4.73,NA,16821,FleaFlicker,15755,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR61,0.2,35.7,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.5,2.5,35.4,NA,NA,0.2,0,0.1,NA,0,0,4.69,NA,16192,FleaFlicker,15109,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR91,0.2,35.5,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,2.8,2.8,35.5,NA,NA,0.1,0,0,NA,0,0,4.43,NA,7401,FleaFlicker,10308,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR102,0.1,35.5,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,DET,NA,2.4,2.4,32.7,NA,NA,0.2,0,0,NA,0,0,4.35,NA,13790,FleaFlicker,13668,BUFL 25-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.35,WR83,0.2,32.8,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,2.6,2.6,31.7,NA,NA,0.2,0.1,0.6,NA,0,0,4.31,NA,12153,FleaFlicker,12773,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.2,32.3,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,2.2,2.2,29,NA,NA,0.2,0,0.1,NA,0,0,4.29,NA,9337,FleaFlicker,11239,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.2,29.1,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,2.6,2.6,34.4,NA,NA,0.1,0,0.1,NA,0,0,4.28,NA,13120,FleaFlicker,13172,NYGW 28-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.28,WR88,0.1,34.5,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,2.2,2.2,30.1,NA,NA,0.2,0,0,NA,0,0,4.27,NA,13851,FleaFlicker,13776,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,0.2,30.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,2.9,2.9,35.5,NA,NA,0.1,0.3,1.7,NA,0,0,4.26,NA,12441,FleaFlicker,13066,BUFL 25-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4.26,WR93,0.1,37.2,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Carter,WR,LAC,NA,2.7,2.7,31.7,NA,NA,0.2,0.1,0.6,NA,0,0,4.25,NA,11603,FleaFlicker,12394,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR92,0.2,32.3,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,3,3,34.9,NA,NA,0.1,0.2,1.2,NA,0,0.1,4.17,NA,14009,FleaFlicker,13724,@DALL 20-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4.17,WR108,0.1,36.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,3,3,34.5,NA,NA,0.1,0.1,0.8,NA,0,0,4.17,NA,16526,FleaFlicker,15491,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR82,0.1,35.3,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,2,2,31.9,NA,NA,0.1,0,0.2,NA,0,0,4.12,NA,11507,FleaFlicker,12464,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,32.1,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,2.1,2.1,30.8,NA,NA,0.1,0.1,0.9,NA,0,0,4.03,NA,15107,FleaFlicker,14592,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR95,0.1,31.7,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendall Hinton,WR,DEN,NA,2.5,2.5,34,NA,NA,0.1,0,0.1,NA,0,0,3.99,NA,15977,FleaFlicker,15183,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,34.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,1.9,1.9,29.9,NA,NA,0.1,0,0.1,NA,0,0,3.9,NA,11170,FleaFlicker,12176,@MINL 26-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.9,WR75,0.1,30,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3,3,28,NA,NA,0.1,0.6,2.8,NA,0,0,3.86,NA,16327,FleaFlicker,15283,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR37,0.1,30.8,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJames Washington,WR,DAL,NA,1.5,1.5,23.4,NA,NA,0.2,0.1,0.6,NA,0,0,3.6,NA,13808,FleaFlicker,13631,NYGW 28-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,24,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,2.1,2.1,27,NA,NA,0.1,0,0,NA,0,0,3.6,NA,14106,FleaFlicker,13893,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,27,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,1.9,1.9,28,NA,NA,0.1,0,0,NA,0,0,3.6,NA,15667,FleaFlicker,14992,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR105,0.1,28,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,2,2,27.5,NA,NA,0.2,0,0.1,NA,0,0.1,3.58,NA,16854,FleaFlicker,15766,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR68,0.2,27.6,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,CHI,NA,1.9,1.9,23,NA,NA,0.1,0.5,3,NA,0,0,3.44,NA,15597,FleaFlicker,14841,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR55,0.1,26,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,2.4,2.4,26.2,NA,NA,0.1,0.1,0.7,NA,0,0,3.39,NA,15695,FleaFlicker,14977,NEW 33-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3.39,WR79,0.1,26.9,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2,2,26.3,NA,NA,0.1,0,0,NA,0,0,3.35,NA,13029,FleaFlicker,13168,BUFL 25-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,WR65,0.1,26.3,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,2.3,2.3,22.2,NA,NA,0.1,0.8,4.6,NA,0,0,3.34,NA,15558,FleaFlicker,14838,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR106,0.1,26.8,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,2.1,2.1,26.5,NA,NA,0.1,0,0.1,NA,0,0,3.26,NA,15625,FleaFlicker,14849,@DALL 20-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3.26,NA,0.1,26.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denzel Mims,WR,NYJ,NA,1.5,1.5,26.8,NA,NA,0.1,0,0,NA,0,0,3.18,NA,15613,FleaFlicker,14846,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,26.8,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,1.8,1.8,25,NA,NA,0.1,0,0.2,NA,0,0,3.12,NA,11178,FleaFlicker,12181,@MINL 26-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.12,WR94,0.1,25.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Gage,WR,TB,NA,2.2,2.2,22.1,NA,NA,0.1,0,0.1,NA,0,0,2.99,NA,13967,FleaFlicker,13809,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR81,0.1,22.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,1.4,1.4,15.3,NA,NA,0.1,0.9,5.8,NA,0.1,0,2.97,NA,16251,FleaFlicker,15289,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR45,0.1,21.1,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keelan Cole,WR,LV,NA,1.8,1.8,23.4,NA,NA,0.1,0,0,NA,0,0,2.95,NA,13261,FleaFlicker,13412,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0.1,23.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,1.8,1.8,23.7,NA,NA,0.1,0,0.4,NA,0,0,2.95,NA,16265,FleaFlicker,15288,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR67,0.1,24.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Golladay,WR,NYG,NA,1.9,1.9,23.9,NA,NA,0.1,0,0,NA,0,0,2.93,NA,12963,FleaFlicker,13277,@DALL 20-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR101,0.1,23.9,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Boykin,WR,PIT,NA,1.6,1.6,20.6,NA,NA,0.1,0,0.1,NA,0,0,2.91,NA,14709,FleaFlicker,14125,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,20.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,1.8,1.8,20.7,NA,NA,0.1,0,0,NA,0,0,2.77,NA,7369,FleaFlicker,10261,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR97,0.1,20.8,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,1.1,1.1,10.6,NA,NA,0,0.7,7.5,NA,0.1,0,2.77,NA,13909,FleaFlicker,13638,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR98,0.2,18,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,1.4,1.4,18,NA,NA,0.1,0.3,1.9,NA,0,0,2.75,NA,16835,FleaFlicker,15787,@MINL 26-33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR80,0.1,19.9,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St.,WR,WR,NA,1.5,1.5,20.7,NA,NA,0.1,0.2,1.4,NA,0,0,2.73,NA,13949,FleaFlicker,13637,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR99,0.1,22.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.7,1.7,19.8,NA,NA,0.1,0,0,NA,0,0,2.52,NA,15751,FleaFlicker,14860,NOSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR110,0.1,19.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steven Sims,WR,PIT,NA,1.5,1.5,15.6,NA,NA,0.1,0.6,3.3,NA,0,0,2.49,NA,15251,FleaFlicker,14613,@INDMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,18.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,1.4,1.4,19.1,NA,NA,0.1,0,0,NA,0,0,2.47,NA,12890,FleaFlicker,13154,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,WR34,0.1,19.1,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,1.3,1.3,16.1,NA,NA,0.1,0,0.2,NA,0,0,2.47,NA,13333,FleaFlicker,13488,GBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,16.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lawrence Cager,WR,NYG,NA,1.9,1.9,16.5,NA,NA,0.1,0,0,NA,0,0,2.47,NA,15979,FleaFlicker,NA,@DALL 20-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2.47,NA,0.1,16.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,2,2,21,NA,NA,0,0.1,1,NA,0,0,2.42,NA,14930,FleaFlicker,14551,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,22,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,1.6,1.6,19.6,NA,NA,0.1,0,0.1,NA,0,0,2.37,NA,16488,FleaFlicker,15298,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.1,19.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,0.8,0.8,13.9,NA,NA,0.2,0,0,NA,0,0,2.35,NA,16309,FleaFlicker,15292,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR114,0.2,13.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,1.6,1.6,18.6,NA,NA,0.1,0,0.1,NA,0,0,2.35,NA,16863,FleaFlicker,15758,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR85,0.1,18.7,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,1.3,1.3,17.6,NA,NA,0.1,0,0,NA,0,0,2.24,NA,13819,FleaFlicker,13645,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR103,0.1,17.6,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,GB,NA,1.4,1.4,16.9,NA,NA,0.1,0,0,NA,0,0,2.09,NA,10256,FleaFlicker,11670,@PHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR107,0.1,17,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,1.1,1.1,12.1,NA,NA,0.1,0.5,3.1,NA,0,0,2.04,NA,13024,FleaFlicker,13308,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,15.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Anderson,WR,ARI,NA,1.3,1.3,15.2,NA,NA,0.1,0,0.3,NA,0,0,2.03,NA,12361,FleaFlicker,12930,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,WR89,0.1,15.5,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,LAR,NA,1.2,1.2,12.8,NA,NA,0.1,0.7,3.5,NA,0,0,2.02,NA,14297,FleaFlicker,13910,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,16.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche,WR,BAL,NA,1.3,1.3,16.4,NA,NA,0.1,0,0,NA,0,0,1.98,NA,15634,FleaFlicker,14848,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,16.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,TB,NA,1.3,1.3,16,NA,NA,0.1,0,0.3,NA,0,0,1.97,NA,14849,FleaFlicker,14280,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.1,16.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,7.61,100.15,NA,NA,0.84,0,0,NA,0,NA,15,NA,stefon-diggs,NumberFire,12186,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.61,23.39,#32,23,1,18.82,9300,2.02,25.67,18.82,38,0.5,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7.08,95.45,NA,NA,0.78,0.58,3.39,NA,0.05,NA,14.75,NA,tyreek-hill,NumberFire,12801,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45,23.05,#29,28,2,18.3,9200,1.99,21.9,18.3,33,0.55,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,6.91,88.76,NA,NA,0.59,0.26,1.52,NA,0.02,NA,12.67,NA,davante-adams,NumberFire,11675,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,20.24,#25,44,3,16.12,9000,1.79,19.6,16.12,28,0.58,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,6.19,84.29,NA,NA,0.59,0,0,NA,0,NA,11.92,NA,a-j-brown,NumberFire,14104,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61,19.23,#20,50,4,14.98,8300,1.8,18.13,14.98,31,0.48,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,6.19,86.49,NA,NA,0.46,0.26,1.55,NA,0.02,NA,11.65,NA,justin-jefferson,NumberFire,14836,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,18.86,#1,53,5,14.72,8600,1.71,17.85,14.72,38,0.39,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.23,66.98,NA,NA,0.37,2.42,13.85,NA,0.21,NA,11.34,NA,deebo-samuel,NumberFire,14136,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,18.44,#23,54,6,13.48,6900,1.95,15.7,13.48,23,0.59,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,6,72.09,NA,NA,0.57,0.64,3.48,NA,0.04,NA,11.15,NA,ceedee-lamb,NumberFire,14832,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,18.18,#19,56,7,14.18,7900,1.79,17.21,14.18,25,0.57,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.47,74.27,NA,NA,0.44,0.52,3.12,NA,0.03,NA,10.55,NA,amon-ra-st-brown,NumberFire,15287,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,17.37,#6,59,8,13.77,7600,1.81,17.03,13.77,24,0.57,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,ARI,NA,NA,6.88,76.05,NA,NA,0.45,0,0,NA,0,NA,10.18,NA,deandre-hopkins-1,NumberFire,11232,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49,16.87,#18,66,9,13.63,8400,1.62,17.14,13.63,30,0.45,NA,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,4.05,68.19,NA,NA,0.49,0,0,NA,0,NA,9.73,NA,gabriel-davis,NumberFire,14845,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,16.26,#32,70,10,11.74,7200,1.63,13.8,11.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.63,72.08,NA,NA,0.42,0,0,NA,0,NA,9.68,NA,tyler-lockett,NumberFire,12187,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16,16.2,#31,71,11,12.46,7500,1.66,15.33,12.46,22,0.57,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.93,72.07,NA,NA,0.41,0,0,NA,0,NA,9.62,NA,tee-higgins,NumberFire,14835,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12,16.12,#9,73,12,12.09,8200,1.47,14.59,12.09,27,0.45,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.89,68.21,NA,NA,0.42,0,0,NA,0,NA,9.28,NA,jaylen-waddle,NumberFire,15284,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,15.66,#29,75,13,11.71,8100,1.45,14.2,11.71,26,0.45,NA,NA,NA,NA,NA,NA,NA
