team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
CLE,1,0,2.6,41.5,0.6,0.9,0.2,20.7,20.7,0,154,323,323,11,11,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,0,1.9,40.8,0.8,1.1,0.2,17.3,17.3,0,95,330,330,10.7,10.7,CBS,0501,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.1,0,2.8,44.4,1,1.4,0.2,21.1,21.1,0,119,357,357,10.2,10.2,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1.3,0,2.6,40.4,0.9,1.2,0.2,22.4,22.4,0,153,321,321,10.2,10.2,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.9,0,2.3,46.2,0.4,0.6,0.2,19.7,19.7,0,120,323,323,10.1,10.1,CBS,0511,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1.1,0,2.5,41.3,0.7,0.9,0.2,21.4,21.4,0,112,341,341,9.3,9.3,CBS,0504,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.6,0,2.1,41.5,0.6,0.8,0.1,20.1,20.1,0,110,310,310,9.1,9.1,CBS,0505,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.7,0,1.1,43.5,0.7,1,0.2,20,20,0,74,344,344,9.1,9.1,CBS,0506,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.9,0,2.4,42.9,0.8,1.1,0.2,22.1,22.1,0,130,323,323,9,9,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,0,2.3,46.8,1,1.3,0.2,21.1,21.1,0,134,371,371,8.7,8.7,CBS,0531,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,0,2.1,42.9,0.7,1,0.2,21.5,21.5,0,108,315,315,8.7,8.7,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,0,1.7,42.5,0.8,1.2,0.2,22.6,22.6,0,137,365,365,7.9,7.9,CBS,0515,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.6,0,2.5,42.8,0.7,1,0.1,26.2,26.2,0,98,319,319,7.7,7.7,CBS,0502,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,0.1,2.1,45.6,0.5,0.6,0.1,25,25,0,78,363,363,7.5,7.5,CBS,0508,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,1.3,47.9,0.7,0.9,0.2,26.2,26.2,0,136,396,396,7.5,7.5,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,0,1.3,43,0.7,1,0.2,25,25,0,114,348,348,7.5,7.5,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0,1.9,43.7,0.7,0.9,0.1,24.6,24.6,0,110,330,330,7.1,7.1,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,0,2.3,42.4,0.7,1,0.2,27.5,27.5,0,116,391,391,6.9,6.9,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0,2.3,45.9,0.8,1,0.2,29.8,29.8,0,165,395,395,6.5,6.5,CBS,0521,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0.1,1.6,44.4,0.8,1,0.2,30.5,30.5,0,124,452,452,6.4,6.4,CBS,0532,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.9,0,1.9,42.6,0.7,1,0.2,27.2,27.2,0,129,374,374,6.3,6.3,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.7,NA,0.7,1,0.2,19.6,NA,NA,NA,359.5,NA,8.2,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.8,NA,0.6,0.8,0.2,17.4,NA,NA,NA,300.1,NA,8.1,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3,NA,0.6,0.9,0.2,19.9,NA,NA,NA,306.5,NA,8,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.9,1.4,0.2,19.6,NA,NA,NA,333.3,NA,8,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.6,NA,0.5,0.8,0.2,17.4,NA,NA,NA,316.3,NA,7.8,NA,FantasyPros,0523,8110,Green Bay Packers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,3.3,NA,0.7,1.1,0.2,21.1,NA,NA,NA,309,NA,7.8,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.7,1,0.2,19.2,NA,NA,NA,304.5,NA,7.6,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.6,0.7,0.2,19.6,NA,NA,NA,311.2,NA,7.5,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.7,1,0.2,20,NA,NA,NA,330.4,NA,7.4,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.6,0.9,0.2,18.8,NA,NA,NA,289.1,NA,7.3,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.1,NA,0.6,0.9,0.2,18.9,NA,NA,NA,346.6,NA,7.2,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.5,0.7,0.2,19.6,NA,NA,NA,303.5,NA,7.2,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.7,0.2,18.6,NA,NA,NA,339.6,NA,7.1,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.7,1,0.2,20.6,NA,NA,NA,331.1,NA,6.9,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.6,0.8,0.2,21.9,NA,NA,NA,345.9,NA,6.6,NA,FantasyPros,0525,8290,Tampa Bay Buccaneers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.7,1,0.2,21.9,NA,NA,NA,346.8,NA,6.5,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.7,1.1,0.2,21.6,NA,NA,NA,356.6,NA,6.5,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.6,0.9,0.2,21.3,NA,NA,NA,331,NA,6.3,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.9,0.2,21.1,NA,NA,NA,325.5,NA,6.3,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.6,0.8,0.2,21.8,NA,NA,NA,331.1,NA,6.3,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2,NA,0.6,0.9,0.2,24.5,NA,NA,NA,387.3,NA,6.2,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.1,NA,0.7,1,0.2,26.1,NA,NA,NA,368.3,NA,6.1,NA,FantasyPros,0503,8160,Miami Dolphins,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.7,1.1,0.2,23,NA,NA,NA,362.3,NA,6,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.2,NA,0.6,0.8,0.1,22.9,NA,NA,NA,366,NA,5.9,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.6,0.9,0.2,26.9,NA,NA,NA,394.8,NA,5.9,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.9,0.1,24.8,NA,NA,NA,330.6,NA,5.8,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,1.8,NA,0.7,0.8,0.2,27.5,NA,NA,NA,435.7,NA,5.8,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.6,NA,0.6,0.8,0.2,25.9,NA,NA,NA,381.6,NA,5.6,NA,FantasyPros,0509,8140,Jacksonville Jaguars,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.5,0.8,0.2,23.6,NA,NA,NA,347.8,NA,5.5,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.6,0.8,0.1,20.4,NA,NA,NA,322.5,NA,5.5,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2,NA,0.6,0.8,0.1,22.7,NA,NA,NA,328.2,NA,5.3,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.6,NA,0.6,0.9,0.2,20.1,NA,NA,NA,354.9,NA,5.2,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1.3,0,2.8,NA,0.5,NA,0.2,12.5,NA,NA,NA,266.8,NA,15.3,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,@SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.3,0,2.9,NA,0.6,NA,0.3,15.9,NA,NA,NA,247.6,NA,14.7,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.9,0.1,4.2,NA,0.4,NA,0.2,15.8,NA,NA,NA,231.4,NA,14.7,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,@HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.7,0.1,2.8,NA,0.5,NA,0.2,17,NA,NA,NA,277.9,NA,12.9,NA,FantasySharks,0520,NA,"Commanders, Washington",D,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,1.1,0.1,2.1,NA,0.4,NA,0.1,19.3,NA,NA,NA,285.5,NA,12.2,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.1,0.1,2.8,NA,0.4,NA,0,15.7,NA,NA,NA,257.3,NA,12.2,NA,FantasySharks,0511,NA,"Broncos, Denver",D,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.9,0,3,NA,0.4,NA,0.3,21,NA,NA,NA,348.2,NA,11.7,NA,FantasySharks,0504,NA,"Patriots, New England",D,@LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.9,0,3.5,NA,0.5,NA,0,20,NA,NA,NA,313,NA,11.5,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,0,2.8,NA,0.5,NA,0.1,18.8,NA,NA,NA,333.9,NA,11.3,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,0.1,1.3,NA,0.3,NA,0.3,21,NA,NA,NA,327.4,NA,10.7,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.6,0,2.2,NA,0.6,NA,0.3,23.6,NA,NA,NA,308.1,NA,10.7,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,0,2.2,NA,0.5,NA,0.4,22.2,NA,NA,NA,313.2,NA,10.4,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,0,2.9,NA,0.7,NA,0.2,21.3,NA,NA,NA,356,NA,10.1,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.7,0.1,2.5,NA,0.4,NA,0,20,NA,NA,NA,348,NA,9.8,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,0.1,2,NA,0.7,NA,0.1,21.1,NA,NA,NA,300.9,NA,9.6,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.3,0,2.9,NA,0.4,NA,0,20,NA,NA,NA,309.1,NA,9.3,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,0,2.3,NA,0.2,NA,0.2,21,NA,NA,NA,324.4,NA,9.3,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,0,2.8,NA,0.4,NA,0.3,25.1,NA,NA,NA,355.9,NA,9.3,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.7,0,2.8,NA,0.3,NA,0.1,20.1,NA,NA,NA,355.8,NA,9.2,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.8,0.1,2.4,NA,0.8,NA,0.1,22.4,NA,NA,NA,352.1,NA,8.9,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.3,0,2.5,NA,0.5,NA,0.1,21.2,NA,NA,NA,320.3,NA,8.9,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,0,1.6,NA,0.3,NA,0,20.2,NA,NA,NA,328.2,NA,8.9,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.4,0,2.5,NA,0.5,NA,0,21.3,NA,NA,NA,301.7,NA,8.3,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0,2.1,NA,0.2,NA,0,23,NA,NA,NA,341.4,NA,7.8,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,0,1.9,NA,0.2,NA,0.1,23,NA,NA,NA,359.7,NA,7.6,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,0.1,2,NA,0.3,NA,0,25.5,NA,NA,NA,392.9,NA,7.2,NA,FantasySharks,0532,NA,"Texans, Houston",D,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.4,0,2.3,NA,0.6,NA,0,23.9,NA,NA,NA,366.6,NA,7.2,NA,FantasySharks,0517,NA,"Giants, New York",D,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.4,0,2.3,NA,0.5,NA,0,22.8,NA,NA,NA,354.5,NA,7.1,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.7,0,2.2,NA,0.4,NA,0.1,31.5,NA,NA,NA,441.6,NA,6,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.5,0.1,2.1,NA,0.1,NA,0.1,24.2,NA,NA,NA,400.9,NA,5.7,NA,FantasySharks,0505,NA,"Jets, New York",D,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
