player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Kendrick Bourne,WR,NE,NA,1.6,1.6,20.9,NA,NA,0.1,0.3,2.4,NA,0,0,3.1,NA,13364,FleaFlicker,13418,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR109,0.1,23.3,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cody Hollister,WR,TEN,NA,1.8,1.8,24,NA,NA,0.1,0.1,0.3,NA,0,0,3.07,NA,13177,FleaFlicker,13851,@KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,24.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,1.4,1.4,19.5,NA,NA,0.1,0.1,1.9,NA,0,0,3.03,NA,17243,FleaFlicker,16080,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2,21.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,1.6,1.6,21.1,NA,NA,0.1,0,0.2,NA,0,0,3.01,NA,16044,FleaFlicker,15034,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR89,0.1,21.3,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,1.8,1.8,22.9,NA,NA,0.1,0,0,NA,0,0,2.99,NA,7369,FleaFlicker,10261,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR102,0.1,23,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,2,2,21.2,NA,NA,0.1,0.1,0.8,NA,0,0,2.92,NA,16526,FleaFlicker,15491,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR97,0.1,22,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,1.6,1.6,21.8,NA,NA,0.1,0.1,0.2,NA,0,0,2.9,NA,16947,FleaFlicker,15761,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR87,0.1,22,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeSean Jackson,WR,BAL,NA,1,1,20.9,NA,NA,0.1,0.1,1.1,NA,0,0,2.8,NA,5324,FleaFlicker,9075,@NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,22,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,CHI,NA,1.3,1.3,18.2,NA,NA,0.2,0.1,0,NA,0,0,2.76,NA,14662,FleaFlicker,14101,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.2,18.2,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.1,1.1,16.3,NA,NA,0.2,0,0,NA,0,0,2.71,NA,13851,FleaFlicker,13776,TENSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.2,16.3,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,1.7,1.7,22.1,NA,NA,0.1,0,0.1,NA,0,0,2.68,NA,16488,FleaFlicker,15298,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,22.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,1.6,1.6,19.3,NA,NA,0.1,0,0,NA,0,0,2.63,NA,14106,FleaFlicker,13893,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,19.3,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,1.7,1.7,20,NA,NA,0.1,0,0.2,NA,0,0,2.6,NA,12153,FleaFlicker,12773,PHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,20.2,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDyami Brown,WR,WAS,NA,1.1,1.1,17.7,NA,NA,0.1,0,-0.1,NA,0,0,2.54,NA,16309,FleaFlicker,15292,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR113,0.1,17.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samori Toure,WR,GB,NA,1.2,1.2,17.6,NA,NA,0.1,0.1,0.5,NA,0,0,2.4,NA,17054,FleaFlicker,15841,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,18.1,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJamal Agnew,WR,JAC,NA,1.1,1.1,11.1,NA,NA,0.1,0.6,4.4,NA,0,0,2.37,NA,13024,FleaFlicker,13308,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,15.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRashard Higgins,WR,CAR,NA,1.3,1.3,18.2,NA,NA,0.1,0,0,NA,0,0,2.18,NA,12223,FleaFlicker,12656,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,18.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,1.1,1.1,16.3,NA,NA,0.1,0,0.2,NA,0,0,2.17,NA,11167,FleaFlicker,12188,PHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,16.5,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.2,1.2,14.8,NA,NA,0.1,0.1,0.5,NA,0,0,2.13,NA,13915,FleaFlicker,13652,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR110,0.1,15.4,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,1.4,1.4,15.6,NA,NA,0.1,0,0.4,NA,0,0,2.12,NA,14935,FleaFlicker,14108,SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR92,0.1,16,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,1.2,1.2,16,NA,NA,0.1,0,0.2,NA,0,0,2.08,NA,15667,FleaFlicker,14992,@HOUThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,16.2,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Denzel Mims,WR,NYJ,NA,0.9,0.9,14.4,NA,NA,0.1,0,0,NA,0,0,1.98,NA,15613,FleaFlicker,14846,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,14.4,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,0.9,0.9,14.4,NA,NA,0.1,0.2,1.1,NA,0,0,1.97,NA,16326,FleaFlicker,15301,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,15.5,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Sims,WR,WAS,NA,1,1,14.8,NA,NA,0.1,0,0.1,NA,0,0,1.91,NA,14411,FleaFlicker,13895,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,14.9,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Moore,WR,LAC,NA,1,1,13.1,NA,NA,0.1,0,0,NA,0,0,1.83,NA,15226,FleaFlicker,14545,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.1,13.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,0.8,0.8,11.7,NA,NA,0.1,0,0,NA,0,0,1.83,NA,15577,FleaFlicker,14844,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.7,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,0.8,0.8,12.2,NA,NA,0.1,0.3,0.1,NA,0,0.1,1.8,NA,11156,FleaFlicker,12197,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stephen Sullivan,WR,CAR,NA,1,1,12,NA,NA,0.1,0,0,NA,0,0,1.8,NA,15754,FleaFlicker,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,12,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRMarquez Stevenson,WR,BUF,NA,0.8,0.8,11.8,NA,NA,0.1,0,0.2,NA,0,0,1.8,NA,16402,FleaFlicker,NA,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,12,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,GB,NA,1.1,1.1,15,NA,NA,0.1,0.1,0.2,NA,0,0.1,1.8,NA,16329,FleaFlicker,15297,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,15.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTErik Ezukanma,WR,MIA,NA,0.7,0.7,11.6,NA,NA,0.1,0,0.2,NA,0,0,1.78,NA,16911,FleaFlicker,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,11.8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Bandy,WR,LAC,NA,1.1,1.1,14.4,NA,NA,0.1,0,0.2,NA,0,0,1.76,NA,16765,FleaFlicker,15671,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,0.1,14.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,0.8,0.8,10.7,NA,NA,0.1,0.2,1.3,NA,0,0,1.66,NA,16324,FleaFlicker,15302,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,TB,NA,0.9,0.9,11.8,NA,NA,0,0,1.6,NA,0,0,1.64,NA,14849,FleaFlicker,14280,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,13.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Conley,WR,TEN,NA,0.9,0.9,12.8,NA,NA,0.1,0,0.1,NA,0,0,1.63,NA,11217,FleaFlicker,12257,@KCSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,12.9,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CIN,NA,0.7,0.7,9.1,NA,NA,0.1,0,0.1,NA,0,0,1.5,NA,13095,FleaFlicker,13316,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,9.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,PHI,NA,0.9,0.9,11.1,NA,NA,0.1,0,0.3,NA,0,0,1.48,NA,13333,FleaFlicker,13488,@HOUThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,11.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,0.7,0.7,9.8,NA,NA,0.1,0,0.1,NA,0,0,1.46,NA,16854,FleaFlicker,15766,TENSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR71,0.1,10,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,7.15,91.38,NA,NA,0.68,0.68,3.97,NA,0.04,NA,13.79,NA,tyreek-hill,NumberFire,12801,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.83,21.75,#27,29,1,17.33,8700,1.99,20.97,8500,2.47,17.33,32,0.54,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,6.8,95.88,NA,NA,0.56,0,0,NA,0,NA,12.87,NA,justin-jefferson,NumberFire,14836,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.23,20.51,#16,36,2,16.29,9000,1.81,19.73,8600,2.29,16.29,35,0.47,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,6.93,80.53,NA,NA,0.73,0,0,NA,0,NA,12.35,NA,stefon-diggs,NumberFire,12186,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,19.81,#4,40,3,15.84,8900,1.78,19.34,8400,2.3,15.84,40,0.4,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,5.87,83.02,NA,NA,0.56,0,0,NA,0,NA,11.6,NA,a-j-brown,NumberFire,14104,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,18.79,#30,46,4,14.56,8500,1.71,17.52,7800,2.25,14.56,27,0.54,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,ARI,NA,NA,6.87,83.68,NA,NA,0.55,0,0,NA,0,NA,11.55,NA,deandre-hopkins-1,NumberFire,11232,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.37,18.73,#25,47,5,14.98,8600,1.74,18.49,7900,2.34,14.98,29,0.52,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,6.12,74.03,NA,NA,0.6,0.53,2.96,NA,0.04,NA,11.5,NA,davante-adams,NumberFire,11675,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,18.66,#26,48,6,14.58,8100,1.8,17.66,8100,2.18,14.58,28,0.52,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,NA,5.26,83.8,NA,NA,0.47,0,0,NA,0,NA,11.14,NA,tee-higgins,NumberFire,14835,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11,18.17,#10,52,7,13.79,8000,1.72,16.45,7300,2.25,13.79,28,0.49,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.49,77.04,NA,NA,0.49,0,0,NA,0,NA,10.63,NA,amon-ra-st-brown,NumberFire,15287,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78,17.48,#17,53,8,13.87,7100,1.95,17.13,6600,2.6,13.87,26,0.53,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.95,73.61,NA,NA,0.45,0,0,NA,0,NA,10.01,NA,tyler-lockett,NumberFire,12187,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.64,#14,54,9,12.96,7600,1.71,15.98,6100,2.62,12.96,22,0.59,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,NA,NA,5.54,72.24,NA,NA,0.34,0.8,4.33,NA,0.04,NA,9.98,NA,d-j-moore-1,NumberFire,13635,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,16.6,#8,56,10,12.69,7000,1.81,15.48,5800,2.67,12.69,16,0.79,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,5.27,75.11,NA,NA,0.42,0,0,NA,0,NA,9.97,NA,tyler-boyd,NumberFire,12650,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35,16.59,#10,57,11,12.63,6900,1.83,15.29,6300,2.43,12.63,23,0.55,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,5.24,70,NA,NA,0.49,0,0,NA,0,NA,9.93,NA,mike-evans,NumberFire,11671,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32,16.54,#11,58,12,12.58,7700,1.63,15.2,7200,2.11,12.58,23,0.55,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,5.21,66.25,NA,NA,0.35,0.54,2.84,NA,0.04,NA,9.21,NA,christian-kirk,NumberFire,13633,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86,15.56,#28,61,13,11.81,6300,1.87,14.45,5500,2.63,11.81,17,0.69,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.01,67.06,NA,NA,0.36,0,0,NA,0,NA,8.78,NA,jaylen-waddle,NumberFire,15284,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.58,14.98,#27,63,14,11.29,8200,1.38,13.85,7400,1.87,11.29,26,0.43,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.9,60.73,NA,NA,0.37,0.53,2.74,NA,0.04,NA,8.74,NA,chris-godwin,NumberFire,13163,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,14.93,#11,64,15,11.68,6700,1.74,14.68,6200,2.37,11.68,20,0.58,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,5.4,61.08,NA,NA,0.45,0,0,NA,0,NA,8.72,NA,dk-metcalf,NumberFire,14102,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,14.9,#14,65,16,11.41,7400,1.54,14.17,6400,2.21,11.41,24,0.48,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,5.38,59.42,NA,NA,0.41,0,0,NA,0,NA,8.32,NA,keenan-allen-1,NumberFire,11222,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,14.36,#31,70,17,11.03,7500,1.47,13.76,6500,2.12,11.03,27,0.41,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,NA,5.4,63.3,NA,NA,0.31,0,0,NA,0,NA,8.2,NA,brandin-cooks,NumberFire,11674,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,14.2,#7,71,18,10.91,6000,1.82,13.61,5500,2.47,10.91,16,0.68,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.68,60.32,NA,NA,0.35,0,0,NA,0,NA,8.13,NA,devonta-smith,NumberFire,15282,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16,14.1,#30,72,19,10.43,6400,1.63,12.8,6300,2.03,10.43,18,0.58,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,4.62,51.49,NA,NA,0.43,0,0,NA,0,NA,7.71,NA,adam-thielen,NumberFire,11938,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,13.53,#16,74,20,10.02,6200,1.62,12.35,5600,2.21,10.02,19,0.53,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,NA,5.06,59.04,NA,NA,0.29,0,0,NA,0,NA,7.63,NA,jakobi-meyers,NumberFire,14127,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,13.43,#20,75,21,10.13,6800,1.49,12.69,5400,2.35,10.13,16,0.63,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.12,61.24,NA,NA,0.25,0,0,NA,0,NA,7.57,NA,michael-pittman-jr,NumberFire,14842,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,13.34,#6,76,22,10.14,6400,1.58,12.73,6800,1.87,10.14,16,0.63,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,3.84,42.39,NA,NA,0.22,2.03,11.93,NA,0.13,NA,7.47,NA,curtis-samuel,NumberFire,13157,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,13.21,#9,77,23,9.39,5600,1.68,11.35,5200,2.18,9.39,14,0.67,NA,NA,NA,NA,NA,NA
Gabriel Davis,WR,BUF,NA,NA,3.24,49.87,NA,NA,0.38,0,0,NA,0,NA,7.24,NA,gabriel-davis,NumberFire,14845,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,12.9,#4,79,24,8.87,6600,1.34,10.51,6900,1.52,8.87,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,4.14,50.42,NA,NA,0.35,0,0,NA,0,NA,7.02,NA,romeo-doubs,NumberFire,15779,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,12.6,#32,81,25,9.07,6100,1.49,11.22,5300,2.12,9.07,14,0.65,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.14,50.28,NA,NA,0.33,0,0,NA,0,NA,6.98,NA,drake-london,NumberFire,15751,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,12.55,#19,82,26,9.06,5600,1.62,11.15,4900,2.28,9.06,13,0.7,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,4.13,54.19,NA,NA,0.25,0,0,NA,0,NA,6.87,NA,chris-olave,NumberFire,15754,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,12.4,#23,83,27,8.92,6800,1.31,11.03,6400,1.72,8.92,23,0.39,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,4.03,44.89,NA,NA,0.4,0,0,NA,0,NA,6.77,NA,juju-smith-schuster,NumberFire,13156,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,12.26,#13,87,28,8.78,6900,1.27,10.87,5800,1.87,8.78,22,0.4,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,4.13,54.7,NA,NA,0.22,0,0,NA,0,NA,6.76,NA,garrett-wilson,NumberFire,15753,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.27,12.25,#2,88,29,8.82,5800,1.52,10.91,4800,2.27,8.82,14,0.63,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,3.53,50.82,NA,NA,0.21,0.29,1.68,NA,0.02,NA,6.62,NA,terry-mclaurin,NumberFire,14109,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,12.06,#9,89,30,8.38,7200,1.16,10.16,5900,1.72,8.38,19,0.44,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,4.16,50.22,NA,NA,0.22,0.3,1.7,NA,0.02,NA,6.59,NA,robert-woods-1,NumberFire,11228,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,12.02,#22,90,31,8.65,5500,1.57,10.77,5100,2.11,8.65,15,0.58,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2.71,47.71,NA,NA,0.3,0,0,NA,0,NA,6.57,NA,marquez-valdes-scantling,NumberFire,13793,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,11.99,#13,91,32,7.93,5800,1.37,9.29,4400,2.11,7.93,14,0.57,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,GB,NA,NA,3.44,45.91,NA,NA,0.34,0,0,NA,0,NA,6.54,NA,sammy-watkins,NumberFire,11670,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,#32,92,33,8.27,5400,1.53,10.04,3600,2.79,8.27,12,0.69,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,3.82,44.29,NA,NA,0.26,0.51,2.95,NA,0.03,NA,6.48,NA,cooper-kupp,NumberFire,13164,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,11.87,#5,94,34,8.37,9000,0.93,10.29,8900,1.16,8.37,39,0.21,NA,NA,NA,NA,NA,NA
