team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,curr_site_pts,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
NA,0.9,0.1,2.5,NA,0.6,0.9,0.2,19,NA,NA,NA,314.5,NA,7.4,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.5,0.7,0.2,19,NA,NA,NA,310.9,NA,7,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.8,NA,0.7,1,0.2,20.4,NA,NA,NA,361.7,NA,6.8,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.6,0.9,0.2,26.5,NA,NA,NA,370.1,NA,6.6,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.7,1.2,0.2,21.1,NA,NA,NA,344.2,NA,6.5,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.6,NA,0.5,0.8,0.1,26.9,NA,NA,NA,358.2,NA,6.5,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.7,0.8,0.2,22.6,NA,NA,NA,354.5,NA,6.4,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.6,0.9,0.2,22.4,NA,NA,NA,320.9,NA,6.2,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.6,0.8,0.2,23.4,NA,NA,NA,352.6,NA,6.2,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.8,0.2,24.6,NA,NA,NA,357.3,NA,6.2,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.7,1.2,0.2,22.9,NA,NA,NA,362,NA,6.2,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.5,NA,0.7,0.9,0.1,23.6,NA,NA,NA,355.8,NA,6.1,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,1.9,NA,0.6,1,0.2,24.1,NA,NA,NA,349.8,NA,6.1,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.2,NA,0.6,0.8,0.1,25.6,NA,NA,NA,367.3,NA,6,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.6,1,0.2,20.9,NA,NA,NA,360,NA,5.9,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.9,NA,0.7,1.2,0.2,22.1,NA,NA,NA,333,NA,5.8,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0.1,2.7,NA,0.5,0.7,0.1,21.9,NA,NA,NA,352.6,NA,5.6,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.6,0.9,0.1,26.6,NA,NA,NA,394.6,NA,5.5,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.8,NA,0.5,0.7,0.1,28.6,NA,NA,NA,371.9,NA,4.7,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.6,NA,0.5,0.9,0.1,25,NA,NA,NA,347.8,NA,4.6,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,1.5,0,3.5,NA,0.9,NA,0.4,14,NA,NA,NA,248,NA,17,NA,FantasySharks,0504,NA,"Patriots, New England",D,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,1.1,0,4,NA,0.9,NA,0.1,13.6,NA,NA,NA,246.2,NA,16.2,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.5,0,3.1,NA,0.7,NA,0.3,18.5,NA,NA,NA,273.8,NA,14.1,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1.2,0,3.5,NA,0.6,NA,0.1,17,NA,NA,NA,283.8,NA,13.9,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,0.1,2.8,NA,0.5,NA,0.1,17.6,NA,NA,NA,278,NA,12.5,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,@TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.8,0.1,2.9,NA,0.5,NA,0,16.8,NA,NA,NA,287,NA,12.1,NA,FantasySharks,0511,NA,"Broncos, Denver",D,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.6,0.1,2.8,NA,0.5,NA,0.1,16.9,NA,NA,NA,247.7,NA,11.8,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.5,0.1,3.1,NA,0.2,NA,0.1,19.1,NA,NA,NA,298,NA,11.6,NA,FantasySharks,0520,NA,"Commanders, Washington",D,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.4,0,2.3,NA,0.3,NA,0.2,19.2,NA,NA,NA,246,NA,11.1,NA,FantasySharks,0513,NA,"Raiders, Las Vegas",D,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.4,0,2.5,NA,0.7,NA,0.2,20.6,NA,NA,NA,308.1,NA,11.1,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,@SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.1,0.1,2.3,NA,0.5,NA,0.2,21.2,NA,NA,NA,310.5,NA,10.6,NA,FantasySharks,0505,NA,"Jets, New York",D,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.4,0,2.3,NA,0.8,NA,0.3,21.9,NA,NA,NA,308.1,NA,10.5,NA,FantasySharks,0519,NA,"Cardinals, Arizona",D,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.1,0,1.9,NA,0.5,NA,0.1,20.5,NA,NA,NA,345.6,NA,10.2,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.9,0,2,NA,0.6,NA,0.1,22,NA,NA,NA,333,NA,9.8,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1.1,0.1,1.2,NA,0.7,NA,0.3,22,NA,NA,NA,350,NA,9.8,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.8,0,2.2,NA,0.3,NA,0.2,19.5,NA,NA,NA,365,NA,9.5,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2.4,NA,0.4,NA,0.1,25.2,NA,NA,NA,386,NA,9.5,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.4,0,2.6,NA,0.6,NA,0,22.9,NA,NA,NA,315.1,NA,8.5,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,1.8,NA,0.3,NA,0.1,21,NA,NA,NA,325,NA,8.5,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0.1,2.1,NA,0.3,NA,0.1,22.1,NA,NA,NA,336.7,NA,8.3,NA,FantasySharks,0521,NA,"Bears, Chicago",D,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,0.5,0,2.6,NA,0.3,NA,0.2,21.6,NA,NA,NA,366.4,NA,8.2,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,0,2.2,NA,0.4,NA,0.1,24,NA,NA,NA,350,NA,8,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.5,0,1.6,NA,0.4,NA,0.1,27.8,NA,NA,NA,388.7,NA,7.1,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.5,NA,0.3,NA,0.3,28.5,NA,NA,NA,379.1,NA,6.9,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.4,0,2,NA,0.5,NA,0,21.9,NA,NA,NA,368.8,NA,6.9,NA,FantasySharks,0517,NA,"Giants, New York",D,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,0,1.9,NA,0.2,NA,0.1,24,NA,NA,NA,435.4,NA,6.8,NA,FantasySharks,0532,NA,"Texans, Houston",D,@LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.6,0,1.7,NA,0.4,NA,0.2,31.6,NA,NA,NA,479.3,NA,6,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.5,0.1,1.4,NA,0.3,NA,0,30.5,NA,NA,NA,403.3,NA,4,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1.1,NA,3.3,NA,0.7,1.1,0.2,16.1,NA,NA,NA,287.1,NA,13.24,NA,FleaFlicker,0504,2346,New England Patriots,DST,CHIMon 8:15 PM,10,NA,D/ST9,0,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1.1,NA,3.1,NA,0.6,0.9,0.2,13.9,NA,NA,NA,273.7,NA,12.15,NA,FleaFlicker,0525,2357,Tampa Bay Buccaneers,DST,@CARSun 1:00 PM,11,NA,D/ST4,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.9,NA,3.3,NA,0.6,0.8,0.2,17.9,NA,NA,NA,301.8,NA,12.02,NA,FleaFlicker,0511,2337,Denver Broncos,DST,NYJSun 4:05 PM,9,NA,D/ST6,0,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.9,NA,3,NA,0.6,0.8,0.2,18.9,NA,NA,NA,326.7,NA,11.33,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,@WASSun 1:00 PM,14,NA,D/ST11,0,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.9,NA,2.8,NA,0.7,1,0.2,20.4,NA,NA,NA,361.7,NA,11.01,NA,FleaFlicker,0508,2358,Tennessee Titans,DST,INDSun 1:00 PM,6,NA,D/ST25,0,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,2.5,NA,0.7,0.9,0.2,18.4,NA,NA,NA,320.9,NA,10.85,NA,FleaFlicker,0505,2349,New York Jets,DST,@DENSun 4:05 PM,10,NA,D/ST22,0,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,2.4,NA,0.6,1,0.2,17.9,NA,NA,NA,317.4,NA,10.75,NA,FleaFlicker,0503,2344,Miami Dolphins,DST,PITSun 8:20 PM,11,NA,D/ST21,0,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
